transaction_id,customer_id,store_id,transaction_date,transaction_time,payment_method,total_amount,discount_amount,tax_amount,net_amount
2535,3,5,2023-07-28,20:08:53,Wallet,3235,0,582.3,3817.3
2536,38,5,2023-07-13,18:35:42,Wallet,7343,0,1321.74,8664.74
2537,36,5,2023-09-25,17:04:27,Credit Card,99,0,17.82,116.82
2538,49,4,2023-05-25,16:34:06,Wallet,6693,641.18,1089.33,7141.15
2539,47,1,2024-03-02,15:45:57,Cash,3674,0,661.32,4335.32
2540,4,3,2023-09-02,12:27:09,Credit Card,6396,0,1151.28,7547.28
2541,11,4,2023-11-13,19:51:13,Cash,7395,0,1331.1,8726.1
2542,31,1,2024-10-31,09:58:03,Debit Card,1838,17.9,327.62,2147.72
2543,31,3,2023-10-23,16:01:14,UPI,12090,1586.12,1890.7,12394.58
2544,,5,2023-07-24,13:13:19,Debit Card,9653,0,1737.54,11390.54
2545,33,4,2023-02-18,12:05:00,Wallet,13092,0,2356.56,15448.56
2546,39,4,2024-06-13,10:12:14,Cash,8215,0,1478.7,9693.7
2547,41,3,2023-01-04,10:27:47,Cash,3743,0,673.74,4416.74
2548,33,3,2023-04-07,16:00:52,Credit Card,7562,335.51,1300.77,8527.26
2549,40,5,2024-12-26,17:55:30,Cash,3754,0,675.72,4429.72
2550,41,3,2024-04-20,19:45:25,UPI,7555,0,1359.9,8914.9
2551,3,4,2023-01-23,09:30:28,Cash,8346,481.48,1415.61,9280.13
2552,40,4,2023-06-25,21:51:24,Wallet,10945,0,1970.1,12915.1
2553,50,5,2024-02-23,11:24:54,UPI,7795,0,1403.1,9198.1
2554,4,2,2024-06-15,15:00:48,Debit Card,2644,0,475.92,3119.92
2555,31,2,2024-12-05,09:27:50,Wallet,6495,466.14,1085.19,7114.05
2556,50,3,2024-06-18,11:01:29,Debit Card,3396,0,611.28,4007.28
2557,3,2,2024-12-16,11:16:21,Debit Card,9492,334.07,1648.43,10806.36
2558,12,4,2024-11-19,16:43:23,UPI,2097,225.8,336.82,2208.02
2559,13,2,2023-11-11,11:40:42,Cash,8091,529.83,1361.01,8922.18
2560,20,5,2023-06-11,11:29:45,Wallet,6892,207.98,1203.12,7887.14
2561,7,2,2023-08-21,17:22:11,Credit Card,6998,1031.04,1074.05,7041.01
2562,18,5,2023-08-09,17:09:49,Cash,5941,0,1069.38,7010.38
2563,27,2,2024-08-12,16:32:37,UPI,5196,0,935.28,6131.28
2564,,2,2023-05-10,11:07:57,Cash,4998,0,899.64,5897.64
2565,43,4,2024-07-07,12:19:40,Cash,8950,0,1611.0,10561.0
2566,28,1,2024-04-18,21:36:57,UPI,6795,0,1223.1,8018.1
2567,4,3,2023-12-31,14:02:07,Debit Card,12989,1790.12,2015.8,13214.68
2568,29,3,2023-06-21,21:25:29,Credit Card,5796,0,1043.28,6839.28
2569,25,5,2023-05-12,18:38:15,Credit Card,699,0,125.82,824.82
2570,10,1,2023-05-20,21:54:01,Debit Card,2697,0,485.46,3182.46
2571,47,3,2024-09-16,13:21:40,Debit Card,5396,0,971.28,6367.28
2572,3,2,2024-04-06,14:35:24,Cash,4193,316.14,697.83,4574.69
2573,14,1,2023-04-22,14:43:02,Wallet,1797,223.4,283.25,1856.85
2574,39,3,2023-01-07,13:31:41,UPI,10436,0,1878.48,12314.48
2575,44,1,2023-07-23,17:32:48,Debit Card,2697,0,485.46,3182.46
2576,24,3,2024-02-05,13:27:57,UPI,13640,0,2455.2,16095.2
2577,19,3,2023-12-21,15:06:19,UPI,5746,0,1034.28,6780.28
2578,48,4,2023-02-05,20:59:28,Debit Card,10291,0,1852.38,12143.38
2579,14,1,2023-09-10,13:25:23,Credit Card,5544,725.02,867.42,5686.4
2580,30,4,2023-03-19,15:49:40,Cash,2097,0,377.46,2474.46
2581,39,3,2024-03-10,13:14:05,Wallet,5974,120.71,1053.59,6906.88
2582,,2,2024-01-27,16:48:51,Wallet,599,45.89,99.56,652.67
2583,3,5,2023-03-31,15:00:56,Cash,599,86.79,92.2,604.41
2584,16,1,2023-10-26,21:13:24,Debit Card,399,41.93,64.27,421.34
2585,45,5,2023-03-20,20:30:23,UPI,5796,0,1043.28,6839.28
2586,25,1,2023-01-06,11:25:43,Debit Card,1095,0,197.1,1292.1
2587,36,1,2023-09-26,12:10:06,Cash,15591,0,2806.38,18397.38
2588,28,5,2023-10-19,21:29:51,Credit Card,4094,0,736.92,4830.92
2589,11,3,2024-03-10,14:06:38,Debit Card,398,0,71.64,469.64
2590,44,4,2023-12-31,20:44:59,Wallet,9196,0,1655.28,10851.28
2591,35,2,2023-07-22,21:04:00,Wallet,997,88.71,163.49,1071.78
2592,11,5,2023-05-26,10:26:02,Wallet,699,0,125.82,824.82
2593,24,4,2024-07-31,15:20:20,UPI,3646,220.99,616.5,4041.51
2594,36,1,2023-02-08,13:17:06,Cash,10150,1484.17,1559.85,10225.68
2595,,3,2023-06-16,21:17:04,UPI,1999,159.45,331.12,2170.67
2596,,2,2024-10-02,21:15:58,Credit Card,21288,0,3831.84,25119.84
2597,23,1,2023-07-05,17:54:48,UPI,7556,443.2,1280.3,8393.1
2598,47,2,2024-02-08,16:25:34,UPI,3395,487.38,523.37,3430.99
2599,,5,2023-05-08,10:29:15,Credit Card,3004,428.75,463.54,3038.79
2600,7,4,2023-01-17,19:18:31,Wallet,8591,0,1546.38,10137.38
2601,44,1,2023-05-24,17:33:10,Credit Card,10591,1037.32,1719.66,11273.34
2602,,1,2024-02-05,18:35:57,Credit Card,6195,754.56,979.28,6419.72
2603,,5,2023-11-26,20:08:05,Credit Card,9242,1222.52,1443.51,9462.99
2604,30,2,2024-05-25,19:27:38,Cash,9392,314.84,1633.89,10711.05
2605,1,3,2023-12-26,20:10:57,Cash,6294,671.22,1012.1,6634.88
2606,,2,2023-09-30,11:43:10,UPI,2798,325.82,444.99,2917.17
2607,19,2,2023-04-19,10:42:28,Credit Card,9092,0,1636.56,10728.56
2608,19,2,2023-04-30,11:47:22,UPI,3595,32.6,641.23,4203.63
2609,,4,2024-02-21,20:06:17,Wallet,398,27.17,66.75,437.58
2610,17,2,2024-12-22,11:38:06,Debit Card,3358,0,604.44,3962.44
2611,,5,2024-04-05,15:43:06,UPI,697,0,125.46,822.46
2612,21,4,2023-02-01,15:06:42,UPI,4998,0,899.64,5897.64
2613,9,1,2023-10-21,09:37:25,Debit Card,9091,720.0,1506.78,9877.78
2614,42,1,2023-06-11,17:05:34,UPI,1598,0,287.64,1885.64
2615,48,5,2024-09-13,19:19:17,Wallet,5192,0,934.56,6126.56
2616,,2,2023-01-24,20:02:05,Cash,4293,0,772.74,5065.74
2617,38,1,2024-03-26,18:07:47,Debit Card,5635,0,1014.3,6649.3
2618,11,1,2023-10-24,17:40:08,Cash,1440,0,259.2,1699.2
2619,42,3,2023-07-07,09:39:33,UPI,6972,0,1254.96,8226.96
2620,,2,2023-07-23,19:17:26,Debit Card,8054,655.11,1331.8,8730.69
2621,,5,2023-10-08,21:23:35,UPI,13689,1252.78,2238.52,14674.74
2622,23,1,2024-11-29,10:18:58,Cash,7492,941.64,1179.06,7729.42
2623,37,1,2023-03-01,18:40:24,Credit Card,5595,0,1007.1,6602.1
2624,,4,2024-07-26,19:04:18,Cash,2697,61.13,474.46,3110.33
2625,19,4,2024-09-14,10:54:10,Debit Card,798,0,143.64,941.64
2626,31,5,2024-01-31,19:52:54,Debit Card,3053,0,549.54,3602.54
2627,43,1,2023-02-27,15:43:44,Credit Card,7990,0,1438.2,9428.2
2628,,1,2024-09-04,20:38:03,Wallet,11242,734.03,1891.43,12399.4
2629,29,4,2023-05-15,15:19:24,Wallet,2097,56.12,367.36,2408.24
2630,7,1,2023-04-24,15:04:15,Cash,4493,0,808.74,5301.74
2631,15,4,2024-12-19,10:51:32,UPI,17091,0,3076.38,20167.38
2632,28,2,2023-11-25,17:55:18,Cash,2696,0,485.28,3181.28
2633,44,3,2024-05-02,11:31:57,Debit Card,5077,0,913.86,5990.86
2634,,3,2023-06-19,11:00:14,Credit Card,1859,0,334.62,2193.62
2635,4,2,2024-01-24,20:15:02,Credit Card,8892,365.9,1534.7,10060.8
2636,42,3,2023-05-24,19:43:32,UPI,7414,0,1334.52,8748.52
2637,31,4,2024-11-15,19:47:37,Wallet,4295,0,773.1,5068.1
2638,33,3,2024-08-20,09:02:27,Credit Card,3595,0,647.1,4242.1
2639,,4,2024-07-22,18:14:10,Cash,8881,158.0,1570.14,10293.14
2640,,1,2023-01-18,18:47:22,UPI,7497,0,1349.46,8846.46
2641,34,4,2023-04-06,09:46:28,Credit Card,4816,136.48,842.31,5521.83
2642,23,3,2024-11-25,12:54:18,Cash,4877,26.79,873.04,5723.25
2643,24,4,2024-07-08,21:37:46,UPI,2438,0,438.84,2876.84
2644,43,3,2023-10-31,21:51:53,Credit Card,7390,0,1330.2,8720.2
2645,31,3,2024-02-21,10:14:37,Debit Card,6196,0,1115.28,7311.28
2646,45,3,2024-09-11,17:43:56,Debit Card,3897,0,701.46,4598.46
2647,3,5,2023-09-26,16:10:10,Credit Card,17742,0,3193.56,20935.56
2648,20,2,2023-07-02,21:09:06,Cash,4576,0,823.68,5399.68
2649,37,1,2023-02-08,20:13:41,Cash,9991,0,1798.38,11789.38
2650,3,1,2023-06-24,21:22:11,Debit Card,4346,522.11,688.3,4512.19
2651,20,1,2024-08-03,15:05:16,Credit Card,960,64.0,161.28,1057.28
2652,,4,2023-09-06,13:58:28,Cash,4297,0,773.46,5070.46
2653,39,1,2023-09-28,16:32:32,Cash,7233,0,1301.94,8534.94
2654,8,3,2023-03-21,21:34:01,Cash,2697,0,485.46,3182.46
2655,36,2,2024-07-15,15:11:40,UPI,6406,0,1153.08,7559.08
2656,29,3,2024-08-21,19:36:32,Cash,6695,0,1205.1,7900.1
2657,6,2,2023-08-05,13:21:36,Wallet,5196,66.59,923.29,6052.7
2658,9,3,2024-05-03,11:56:16,UPI,3897,0,701.46,4598.46
2659,49,2,2023-12-18,17:39:05,Cash,3257,400.62,514.15,3370.53
2660,,3,2024-06-11,17:23:12,Cash,9593,225.11,1686.22,11054.11
2661,36,5,2024-09-16,11:50:19,UPI,4146,0,746.28,4892.28
2662,,4,2024-05-09,14:41:25,Credit Card,3596,0,647.28,4243.28
2663,3,2,2024-04-04,13:23:33,Debit Card,1499,61.36,258.78,1696.42
2664,,4,2023-07-31,13:02:35,Cash,8041,244.2,1403.42,9200.22
2665,35,1,2024-06-04,13:25:24,Debit Card,6938,719.98,1119.24,7337.26
2666,28,1,2023-02-24,15:14:42,Credit Card,2146,127.07,363.41,2382.34
2667,46,4,2023-03-02,17:28:57,Wallet,848,0,152.64,1000.64
2668,15,5,2023-05-24,14:58:48,Cash,6092,0,1096.56,7188.56
2669,33,1,2023-04-22,21:45:32,Credit Card,648,21.9,112.7,738.8
2670,39,1,2023-01-29,15:05:17,UPI,798,0,143.64,941.64
2671,,5,2024-01-04,20:41:04,Cash,450,39.72,73.85,484.13
2672,47,1,2024-06-03,11:57:02,Wallet,1798,0,323.64,2121.64
2673,28,1,2024-01-17,13:46:53,UPI,6984,318.34,1199.82,7865.48
2674,19,4,2023-03-31,13:54:21,Debit Card,7042,181.34,1234.92,8095.58
2675,5,3,2024-05-29,19:47:30,Debit Card,3994,181.16,686.31,4499.15
2676,1,1,2024-11-18,09:34:20,Credit Card,1848,0,332.64,2180.64
2677,14,2,2024-07-26,20:26:06,UPI,8492,0,1528.56,10020.56
2678,24,4,2023-10-24,13:14:30,UPI,8082,0,1454.76,9536.76
2679,20,3,2023-07-20,12:14:06,Cash,5554,0,999.72,6553.72
2680,11,2,2024-05-01,15:20:36,UPI,1999,0,359.82,2358.82
2681,6,5,2024-04-14,18:08:35,UPI,3348,0,602.64,3950.64
2682,49,1,2023-01-22,14:35:47,UPI,7729,855.25,1237.27,8111.02
2683,,2,2024-07-08,09:15:50,UPI,4794,0,862.92,5656.92
2684,37,1,2024-12-16,10:33:30,UPI,10494,0,1888.92,12382.92
2685,,5,2023-08-22,16:41:23,Cash,6896,0,1241.28,8137.28
2686,15,4,2024-02-28,14:13:45,Debit Card,3844,0,691.92,4535.92
2687,15,1,2024-01-16,16:52:43,Cash,4645,343.95,774.19,5075.24
2688,,3,2024-10-16,12:53:34,Cash,7792,0,1402.56,9194.56
2689,3,4,2024-03-21,12:35:29,UPI,6194,694.38,989.93,6489.55
2690,3,3,2023-01-29,16:46:21,Wallet,9291,1271.07,1443.59,9463.52
2691,42,2,2024-12-09,13:46:15,Debit Card,5194,0,934.92,6128.92
2692,,3,2023-03-12,17:57:03,UPI,3654,0,657.72,4311.72
2693,49,5,2024-10-28,09:08:04,Debit Card,5845,0,1052.1,6897.1
2694,,1,2023-07-18,20:17:37,Wallet,2294,0,412.92,2706.92
2695,16,2,2024-10-22,18:04:20,Wallet,1560,53.62,271.15,1777.53
2696,10,1,2024-10-02,11:50:22,Debit Card,99,1.02,17.64,115.62
2697,41,5,2024-07-23,13:12:35,Wallet,6892,0,1240.56,8132.56
2698,24,4,2024-10-27,17:35:58,Credit Card,399,36.14,65.31,428.17
2699,34,3,2023-07-29,21:54:56,Cash,8094,719.31,1327.44,8702.13
2700,19,3,2024-02-29,10:23:05,Credit Card,2096,195.25,342.13,2242.88
2701,9,1,2023-01-15,11:46:34,Cash,7095,0,1277.1,8372.1
2702,29,3,2023-07-04,10:50:51,UPI,15487,1572.65,2504.58,16418.93
2703,47,1,2024-08-15,20:57:30,Debit Card,7603,0,1368.54,8971.54
2704,20,1,2023-03-14,17:08:18,Debit Card,5394,0,970.92,6364.92
2705,22,1,2024-10-26,12:46:25,Credit Card,10989,0,1978.02,12967.02
2706,11,3,2024-07-27,10:12:10,Debit Card,4956,676.51,770.31,5049.8
2707,24,5,2023-03-26,14:39:48,Cash,7939,0,1429.02,9368.02
2708,27,4,2024-09-22,17:50:11,Cash,13401,0,2412.18,15813.18
2709,,1,2023-02-14,11:33:04,Cash,4446,0,800.28,5246.28
2710,,2,2023-06-16,18:08:17,Cash,2598,18.53,464.3,3043.77
2711,6,5,2024-10-21,09:42:27,UPI,3835,0,690.3,4525.3
2712,36,3,2023-09-25,17:15:39,Cash,498,0,89.64,587.64
2713,11,1,2023-10-20,16:43:49,Debit Card,11103,0,1998.54,13101.54
2714,43,2,2023-11-07,11:43:14,Debit Card,6344,0,1141.92,7485.92
2715,26,4,2024-07-07,21:09:11,Cash,7495,784.26,1207.93,7918.67
2716,12,4,2023-02-09,19:03:48,Cash,1999,0,359.82,2358.82
2717,20,3,2024-12-26,13:08:54,UPI,5146,0,926.28,6072.28
2718,8,3,2023-01-26,14:48:15,UPI,2895,94.3,504.13,3304.83
2719,50,1,2024-07-04,10:39:02,Wallet,2394,35.91,424.46,2782.55
2720,10,2,2023-09-28,17:45:57,UPI,898,0,161.64,1059.64
2721,10,3,2023-12-30,17:23:47,Debit Card,6641,0,1195.38,7836.38
2722,5,1,2023-01-13,10:29:07,UPI,4495,462.8,725.8,4758.0
2723,36,4,2024-08-18,17:18:44,Wallet,747,110.65,114.54,750.89
2724,2,5,2024-07-31,12:29:15,Credit Card,11192,787.66,1872.78,12277.12
2725,41,4,2023-09-03,09:21:47,Wallet,4958,166.66,862.44,5653.78
2726,39,1,2023-02-15,12:04:54,UPI,12688,1189.95,2069.65,13567.7
2727,14,3,2024-01-12,14:39:28,Debit Card,398,2.55,71.18,466.63
2728,42,4,2024-04-25,14:54:16,Credit Card,11152,1628.13,1714.3,11238.17
2729,23,5,2023-08-01,18:24:12,Credit Card,689,70.64,111.3,729.66
2730,11,3,2024-11-18,10:02:19,Debit Card,1333,0,239.94,1572.94
2731,23,5,2024-12-19,13:01:43,Cash,5455,196.93,946.45,6204.52
2732,30,5,2024-06-11,10:46:43,Debit Card,3052,0,549.36,3601.36
2733,,3,2024-11-26,15:26:32,Cash,7294,184.69,1279.68,8388.99
2734,20,1,2023-09-04,13:34:06,Cash,5596,0,1007.28,6603.28
2735,18,3,2024-10-28,19:43:54,Cash,10696,1125.2,1722.74,11293.54
2736,,3,2023-02-18,14:00:17,Wallet,6093,247.0,1052.28,6898.28
2737,25,1,2024-05-11,13:26:10,UPI,9789,787.91,1620.2,10621.29
2738,27,3,2023-05-17,14:06:41,Credit Card,6190,0,1114.2,7304.2
2739,5,3,2023-03-19,14:57:29,Cash,320,0,57.6,377.6
2740,37,3,2024-03-10,20:07:53,Debit Card,16491,2173.73,2577.11,16894.38
2741,,3,2023-12-07,10:28:58,Debit Card,6984,0,1257.12,8241.12
2742,44,2,2024-04-16,10:52:45,Debit Card,3017,115.96,522.19,3423.23
2743,3,3,2024-07-01,15:57:46,Wallet,549,0,98.82,647.82
2744,,2,2023-07-22,15:14:25,Cash,8640,0,1555.2,10195.2
2745,18,4,2024-04-05,21:16:28,Debit Card,6396,0,1151.28,7547.28
2746,49,4,2024-05-26,09:11:20,Cash,4644,0,835.92,5479.92
2747,7,4,2024-11-29,14:22:46,UPI,3897,87.01,685.8,4495.79
2748,28,4,2023-05-24,20:24:44,UPI,17739,0,3193.02,20932.02
2749,,5,2023-09-27,10:22:33,Wallet,298,21.33,49.8,326.47
2750,11,5,2023-02-20,11:57:26,Wallet,2998,245.74,495.41,3247.67
2751,20,4,2023-06-08,18:10:19,Wallet,11442,1250.11,1834.54,12026.43
2752,47,3,2023-04-06,12:44:30,Wallet,3499,0,629.82,4128.82
2753,48,1,2023-12-01,17:32:42,Wallet,548,0,98.64,646.64
2754,46,2,2023-10-13,13:49:29,Credit Card,1448,200.76,224.5,1471.74
2755,1,5,2024-12-12,20:50:35,Debit Card,14139,0,2545.02,16684.02
2756,27,4,2023-08-18,21:31:12,Cash,8382,410.02,1434.96,9406.94
2757,44,5,2024-10-22,15:04:03,Credit Card,7326,0,1318.68,8644.68
2758,15,2,2023-02-20,16:29:32,Debit Card,5675,0,1021.5,6696.5
2759,2,3,2023-01-21,09:34:32,Wallet,5397,0,971.46,6368.46
2760,28,3,2023-12-04,10:56:46,UPI,5654,0,1017.72,6671.72
2761,48,5,2024-02-08,18:58:30,Debit Card,3497,0,629.46,4126.46
2762,5,4,2024-05-11,11:05:29,Cash,6295,351.44,1069.84,7013.4
2763,,1,2024-12-12,19:19:40,Credit Card,1598,0,287.64,1885.64
2764,45,2,2023-02-17,21:38:53,Credit Card,9713,0,1748.34,11461.34
2765,36,4,2024-05-02,11:14:05,Wallet,5984,707.53,949.76,6226.23
2766,26,2,2023-02-21,12:57:28,Cash,1398,105.84,232.59,1524.75
2767,,5,2023-08-06,12:56:32,Credit Card,9993,0,1798.74,11791.74
2768,2,4,2023-09-29,09:45:09,Debit Card,14988,1859.08,2363.21,15492.13
2769,,2,2024-02-22,19:45:29,Debit Card,9543,0,1717.74,11260.74
2770,11,1,2023-05-20,12:17:04,UPI,1350,0,243.0,1593.0
2771,,4,2024-02-20,20:37:10,UPI,2016,0,362.88,2378.88
2772,40,3,2024-01-27,20:12:35,Debit Card,8693,0,1564.74,10257.74
2773,8,1,2024-12-24,10:31:19,Debit Card,3813,0,686.34,4499.34
2774,12,3,2024-11-08,14:03:17,Wallet,8353,1104.21,1304.78,8553.57
2775,21,1,2023-12-15,15:15:41,Debit Card,1197,114.41,194.87,1277.46
2776,20,1,2023-07-17,20:32:56,UPI,9692,0,1744.56,11436.56
2777,9,4,2023-09-13,16:33:53,Cash,5997,0,1079.46,7076.46
2778,33,1,2024-08-27,19:24:16,Wallet,8592,907.1,1383.28,9068.18
2779,27,3,2023-01-24,18:22:00,UPI,8513,469.73,1447.79,9491.06
2780,7,4,2024-04-30,19:28:24,Credit Card,8493,642.4,1413.11,9263.71
2781,33,1,2024-01-13,21:13:58,Wallet,2395,328.97,371.89,2437.92
2782,50,4,2023-01-23,18:19:19,UPI,1296,0,233.28,1529.28
2783,43,3,2023-06-21,16:25:07,Cash,8895,0,1601.1,10496.1
2784,14,3,2023-05-25,16:07:07,Credit Card,7391,0,1330.38,8721.38
2785,35,4,2024-07-18,18:46:47,Credit Card,13191,0,2374.38,15565.38
2786,31,4,2024-11-22,14:39:35,Debit Card,1048,0,188.64,1236.64
2787,,3,2023-04-15,17:17:24,Cash,4127,0,742.86,4869.86
2788,,4,2023-12-15,18:54:52,Cash,12293,0,2212.74,14505.74
2789,,2,2023-01-01,10:48:12,Wallet,5296,574.75,849.82,5571.07
2790,36,1,2023-05-04,18:54:03,Debit Card,8254,0,1485.72,9739.72
2791,1,5,2024-05-09,14:15:19,Cash,8492,551.65,1429.26,9369.61
2792,,4,2023-07-20,10:11:59,Debit Card,10393,1286.55,1639.16,10745.61
2793,4,4,2023-06-22,09:31:32,Cash,1197,0,215.46,1412.46
2794,1,2,2024-02-02,13:15:31,Credit Card,1248,126.01,201.96,1323.95
2795,2,2,2024-10-24,21:48:50,Debit Card,11803,0,2124.54,13927.54
2796,7,5,2023-06-18,13:24:16,UPI,1999,0,359.82,2358.82
2797,9,1,2024-01-24,20:59:28,Wallet,7734,0,1392.12,9126.12
2798,13,2,2024-05-07,10:53:43,Cash,8253,37.5,1478.79,9694.29
2799,13,5,2024-01-07,16:32:33,Debit Card,1999,0,359.82,2358.82
2800,34,3,2024-08-08,18:54:59,Debit Card,1398,0,251.64,1649.64
2801,14,2,2024-03-16,09:05:24,UPI,7792,747.93,1267.93,8312.0
2802,45,5,2023-11-11,17:19:23,Credit Card,6994,0,1258.92,8252.92
2803,26,1,2023-08-19,17:50:47,Debit Card,1098,61.12,186.64,1223.52
2804,33,5,2023-08-01,16:51:27,UPI,4603,0,828.54,5431.54
2805,8,5,2023-03-06,12:26:00,Credit Card,2310,0,415.8,2725.8
2806,,4,2023-11-03,10:16:03,UPI,4992,0,898.56,5890.56
2807,40,4,2023-12-02,13:54:22,Cash,4497,495.54,720.26,4721.72
2808,34,5,2023-03-14,18:32:11,Credit Card,1347,0,242.46,1589.46
2809,48,1,2024-10-15,09:38:08,Cash,1496,0,269.28,1765.28
2810,,1,2024-04-11,20:51:29,Wallet,1798,0,323.64,2121.64
2811,25,2,2023-12-16,15:43:02,Credit Card,5999,0,1079.82,7078.82
2812,37,5,2023-01-13,12:48:03,Wallet,14989,0,2698.02,17687.02
2813,47,1,2024-01-30,14:25:50,Debit Card,10441,0,1879.38,12320.38
2814,43,3,2023-12-20,13:20:52,Debit Card,2998,0,539.64,3537.64
2815,7,3,2024-09-18,12:44:35,Credit Card,10190,0,1834.2,12024.2
2816,18,1,2024-10-24,13:13:34,UPI,1398,0,251.64,1649.64
2817,4,3,2024-08-15,17:08:16,Credit Card,4351,0,783.18,5134.18
2818,49,5,2024-01-15,09:52:54,Cash,10888,0,1959.84,12847.84
2819,21,3,2024-01-24,16:30:35,UPI,998,0,179.64,1177.64
2820,26,4,2024-12-20,16:20:27,Cash,6336,110.72,1120.55,7345.83
2821,36,1,2024-03-18,11:17:32,Debit Card,1976,57.03,345.41,2264.38
2822,35,3,2023-09-09,12:03:12,Credit Card,3896,0,701.28,4597.28
2823,7,1,2023-12-30,20:01:15,Wallet,3017,0,543.06,3560.06
2824,48,5,2023-07-10,16:00:49,Credit Card,5935,0,1068.3,7003.3
2825,16,1,2023-09-04,09:53:00,Debit Card,14690,0,2644.2,17334.2
2826,40,2,2023-07-20,13:45:02,Cash,7092,460.34,1193.7,7825.36
2827,49,1,2023-08-03,11:47:53,Cash,1499,0,269.82,1768.82
2828,,4,2024-09-17,14:06:39,Credit Card,7355,282.56,1273.04,8345.48
2829,,5,2024-05-17,09:49:02,Cash,896,0,161.28,1057.28
2830,19,2,2024-08-06,10:36:10,Debit Card,4497,0,809.46,5306.46
2831,23,2,2024-09-29,11:26:27,Credit Card,1696,236.0,262.8,1722.8
2832,,2,2024-01-08,13:25:28,Wallet,5742,289.91,981.38,6433.47
2833,8,1,2023-06-25,13:53:23,Wallet,18738,2379.02,2944.62,19303.6
2834,,1,2023-12-29,10:54:09,UPI,5703,805.4,881.57,5779.17
2835,8,1,2024-06-23,21:00:43,UPI,3295,0,593.1,3888.1
2836,,5,2023-11-06,15:48:24,Cash,6439,0,1159.02,7598.02
2837,26,2,2023-12-29,21:27:43,Cash,9241,0,1663.38,10904.38
2838,26,4,2024-07-20,21:29:18,Credit Card,3596,0,647.28,4243.28
2839,46,2,2024-08-04,20:03:37,Wallet,898,0,161.64,1059.64
2840,,5,2024-06-22,20:05:53,Debit Card,12892,308.23,2265.08,14848.85
2841,20,5,2023-11-03,14:38:37,Wallet,5553,0,999.54,6552.54
2842,13,1,2023-06-24,20:41:17,Wallet,9095,0,1637.1,10732.1
2843,4,2,2024-06-15,12:14:48,UPI,1797,137.31,298.74,1958.43
2844,22,2,2023-11-27,09:04:11,Cash,847,0,152.46,999.46
2845,46,2,2024-10-22,12:29:34,Wallet,6593,0,1186.74,7779.74
2846,41,4,2024-09-07,17:33:06,Credit Card,5694,0,1024.92,6718.92
2847,20,2,2024-07-22,11:20:18,Credit Card,3855,410.0,620.1,4065.1
2848,,3,2023-02-18,13:53:34,Cash,4992,744.39,764.57,5012.18
2849,36,3,2023-04-20,20:44:43,UPI,7234,0,1302.12,8536.12
2850,13,4,2024-01-12,20:18:48,Wallet,8935,251.53,1563.02,10246.49
2851,15,5,2023-07-31,17:45:18,Wallet,578,0,104.04,682.04
2852,47,3,2024-09-01,19:59:41,Credit Card,3095,189.86,522.93,3428.07
2853,10,3,2024-02-27,14:35:54,Cash,5805,27.27,1039.99,6817.72
2854,36,3,2024-09-29,11:49:50,Wallet,840,125.46,128.62,843.16
2855,,1,2024-12-27,18:36:21,Credit Card,4752,0,855.36,5607.36
2856,38,5,2023-01-07,18:12:34,Cash,4831,0,869.58,5700.58
2857,7,1,2024-11-23,18:25:53,UPI,3195,0,575.1,3770.1
2858,14,2,2023-06-01,12:28:37,Cash,4944,0,889.92,5833.92
2859,10,2,2023-10-25,16:51:41,Cash,6576,0,1183.68,7759.68
2860,12,3,2024-02-07,16:45:34,Credit Card,4693,0,844.74,5537.74
2861,11,2,2023-12-06,09:54:03,Credit Card,4091,428.55,659.24,4321.69
2862,,1,2024-06-30,11:37:42,Wallet,5692,0,1024.56,6716.56
2863,15,3,2024-11-14,14:54:34,Debit Card,3895,0,701.1,4596.1
2864,46,5,2023-10-08,14:36:42,Cash,5240,535.97,846.73,5550.76
2865,,4,2023-09-28,17:08:13,UPI,1798,0,323.64,2121.64
2866,24,3,2024-04-05,11:07:20,Wallet,3136,265.59,516.67,3387.08
2867,36,3,2023-02-12,09:22:02,Cash,1743,0,313.74,2056.74
2868,39,4,2024-12-31,12:26:21,Debit Card,7143,275.09,1236.22,8104.13
2869,30,4,2024-06-07,19:09:54,UPI,1798,0,323.64,2121.64
2870,30,4,2023-11-06,18:05:12,Credit Card,12332,761.5,2082.69,13653.19
2871,,1,2024-06-16,18:41:41,Credit Card,12741,0,2293.38,15034.38
2872,,2,2024-03-01,14:38:02,Wallet,9943,668.07,1669.49,10944.42
2873,11,5,2024-01-31,09:03:16,Debit Card,1598,116.74,266.63,1747.89
2874,29,1,2023-11-05,13:07:38,Debit Card,7493,682.0,1225.98,8036.98
2875,36,4,2023-06-25,13:20:51,Cash,1560,0,280.8,1840.8
2876,,5,2024-10-18,11:08:05,Debit Card,329,0,59.22,388.22
2877,39,4,2024-03-03,11:30:09,UPI,11882,0,2138.76,14020.76
2878,41,4,2024-05-01,16:52:04,Debit Card,3097,0,557.46,3654.46
2879,38,4,2024-05-20,09:08:44,Wallet,649,0,116.82,765.82
2880,29,1,2023-04-05,11:36:14,UPI,549,2.29,98.41,645.12
2881,2,2,2024-10-02,18:58:08,Wallet,12290,1215.25,1993.45,13068.2
2882,23,5,2023-04-18,09:05:31,Wallet,5694,686.82,901.29,5908.47
2883,19,5,2023-08-20,16:15:43,Debit Card,4495,599.37,701.21,4596.84
